SID,P_Pref,C_Pref ,Cl_Support,Tr_Support,Cand_Support,Rep_Prim,Dem_Prim,PrimElect,Tr_Dona,Tr_Volu,Cl_Dona,Cl_Volu,Cand_Dona,Cand_Volu,prev_candSupport,Tr_Difi_Dist,Tr_Difi_Over,Cl_Difi_Dist,Cl_Difi_Over,Cand_Difi_Dist,Cand_Difi_Overlap,Dem_Iden,Rep_Iden,Party_Iden,Regi,Reg_Party,Reg_Party_Plan,Dem_Dona,Dem_Volu,Rep_Dona,Rep_Volu,Party_Dona,Party_Volu,prev_partySupport,Rep_Difi_Dist,Rep_Difi_Over,Dem_Difi_Dist,Dem_Difi_Over,Party_Difi_Dist,Party_Difi_Over,DG_Test1,DG_Test2,DG_Test3,DG_Choice,Expl,Tr_Happy,Cl_Happy,EarlyVote,candVote_Choice,ClintonSupporter_Happy,TrumpSupporter_Happy,OtherSupporter_Happy,Gender,Age,Education,Income,USCit,Surveys,SimSurv,Scept,Wave,DG_In
2259,Democrat,Clinton,3,,3,,Sanders,Yes,,,No,No,No,No,0,,,43,35,43,35,2,,2,Yes,Dem,,No,Yes,,,No,Yes,1,,,9,3,9,3,40,0,20,5,I need money badly; I also know nothing about this person other than they didn't vote Trump. They could have all kinds of qualities good or bad I can't predict.,,1,Yes,Clinton,1,,1,Male,35,<Coll,"<$5,000",Yes,2000,3,3,8,yes
2260,Republican,Trump,,1,1,Trump,,No,No,No,,,No,No,0,38,29,,,38,29,,1,1,No,,,,,No,No,No,No,0,49,42,,,49,42,10,0,20,20,"It doesnt matter to me who the other person is, if i have the opportunity to increase their earnings by giving half of mine, there is no reason not to. 50/50 seems the most fair way to make the transfer.",2,,No,,,4,4,Male,25,HS,"$35,001-$50,000",Yes,340,3,2,8,no
2261,Republican,Trump,,7,7,Other,,Yes,No,No,,,No,No,0,125,100,,,125,100,,7,7,Yes,Rep,,,,No,No,No,No,0,125,100,,,125,100,40,0,20,20,"I wanted to be fair and do the right thing, which I felt was splitting the bonus.",7,,Yes,Trump,,7,7,Female,31,Coll,"$50,001-$65,000",Yes,10000,3,5,8,yes
2262,Democrat,Trump,,1,1,,Sanders,No,No,No,,,No,No,0,-100,0,,,-100,0,1,,1,No,,,No,No,,,No,No,0,,,-100,0,-100,0,40,0,20,20,"Regardless of people's opinions, I still treat everyone fairly.",,4,No,,,7,7,Male,26,HS,"<$5,000",Yes,1000,3,4,8,yes
2263,Republican,Trump,,7,7,Trump,,Yes,Yes,No,,,Yes,No,1,125,100,,,125,100,,6,6,Yes,Other,,,,No,No,No,No,0,90,92,,,90,92,40,0,20,10,"Because i'm in need of as much money as I can possibly come across but I didn't feel right taking every last penny,  I wanted to give him / her a lil something something. ",7,,Yes,Trump,,7,7,Male,39,<Coll,"$15,001-$25,000",Yes,5215,1,5,8,yes
2264,Republican,Trump,,1,1,Other,,Yes,No,No,,,No,No,0,25,15,,,25,15,,5,5,Yes,Other,,,,No,No,No,No,0,39,30,,,39,30,40,0,20,20,I just found it fair to split the money,2,,Yes,Other,,7,7,Female,32,<Coll,"$25,001-$35,000",Yes,133,2,3,8,yes
2265,Democrat,Trump,,3,3,,Sanders,No,No,No,,,No,No,0,10,4,,,10,4,4,,4,No,,,No,No,,,No,No,0,,,31,21,31,21,40,0,20,0,I would like to maximize the amount I get. I do not know the other person and what they would do with their amount.,,4,No,,,7,7,Female,25,Coll,"$25,001-$35,000",Yes,100,3,2,8,yes
2266,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,42,33,42,33,4,,4,Yes,Dem,,No,No,,,No,No,0,,,73,71,73,71,0,40,20,5,to maximize my earnings while not leaving the other party totally without.,,4,Yes,Clinton,1,,1,Female,46,<Coll,"$25,001-$35,000",Yes,145,1,2,8,no
2267,Democrat,Clinton,4,,4,,Sanders,No,,,Yes,No,Yes,No,1,,,34,25,34,25,3,,3,Yes,Other,,No,No,,,No,No,0,,,42,33,42,33,40,0,20,0,not just because the other person is a Hillary Clinton supporter I am supposed to transfer 40 cents with them or split it in half.,,1,Yes,Clinton,1,,1,Male,35,Coll,"$15,001-$25,000",Yes,5,1,1,8,yes
2268,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,49,41,49,41,6,,6,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,82,82,82,82,40,0,20,0,I'm taking this survey to make money. ,,1,Yes,Clinton,2,,2,Male,35,Coll,"$80,001-$100,000",Yes,2000,3,1,8,yes
2269,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,21,12,21,12,2,,2,Yes,Other,,Yes,No,,,Yes,No,1,,,6,2,6,2,40,0,20,0,"I did not know the other person, I feel under no obligation to transfer any money to them. ",,3,Yes,Clinton,2,,2,Male,36,Coll,"$50,001-$65,000",Yes,1500,3,4,8,yes
2270,Democrat,Clinton,4,,4,,Clinton,No,,,No,No,No,No,0,,,1,0,1,0,1,,1,No,,,No,No,,,No,No,0,,,-43,0,-43,0,40,0,20,20,"i fail to see how political party has anything to do with this last test. isn't it a simple social interaction game, to see what will benefit me and you at the same time, which is sort of basis for social and cultural building?if all party involved don't benefit then arrangement has large chance of collapsing, isn't it?so, my choice is all benefit.",,1,No,,1,,1,Male,61,<Coll,"<$5,000",Yes,many,1,1,8,yes
2271,Democrat,Clinton,4,,4,,Sanders,No,,,No,No,No,No,0,,,0,0,0,0,4,,4,No,,,No,No,,,No,No,0,,,26,16,26,16,40,0,20,10,"I am here to earn money for my family, but in the same light, I assume the other person is also here to make money.  So I chose to give a quarter of what I made to the other person.",,1,No,,1,,1,Female,45,Voc,"$25,001-$35,000",Yes,5000,5,5,8,yes
2272,Republican,Trump,,7,7,Other,,No,Yes,No,,,Yes,No,1,94,96,,,94,96,,4,4,Yes,Other,,,,Yes,No,Yes,No,1,57,51,,,57,51,20,20,20,20,I just randomly chose 20 cents. ,7,,Yes,Trump,,7,7,Female,64,<Coll,"$35,001-$50,000",Yes,60,3,3,8,no
2273,Republican,Trump,,7,7,Trump,,No,No,No,,,No,No,0,59,53,,,59,53,,7,7,Yes,Rep,,,,No,No,No,No,0,68,65,,,68,65,40,0,20,0,I wanted to make as much money as possible. Trump would approve.,7,,Yes,Trump,,7,7,Male,46,Coll,"$25,001-$35,000",Yes,10000,4,4,8,yes
2274,Democrat,Clinton,4,,4,,Sanders,No,,,No,No,No,No,0,,,22,13,22,13,6,,6,Yes,Dem,,No,No,,,No,No,0,,,51,44,51,44,40,0,20,0,i need all the bonus i can get at the moment or else i would have transferred some,,1,Yes,Clinton,1,,1,Male,30,HS,"$25,001-$35,000",Yes,1295,3,2,8,yes
2275,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,118,100,118,100,6,,6,Yes,Dem,,No,No,,,No,No,0,,,78,77,78,77,40,0,20,20,"The stakes are pretty small. Why not cooperate? On the other hand, the person will never know who I am or my reasoning, so that's an argument for taking it all. But I guess I'm cooperative.",,1,Yes,Clinton,1,,1,Male,34,Coll,"$50,001-$65,000",Yes,500,3,4,8,yes
2276,Democrat,Trump,,1,1,,Sanders,Yes,No,No,,,No,No,0,3,1,,,3,1,5,,5,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,45,36,45,36,40,0,20,10,"I need the extra thirty cents and figure if somebody is a Republican doing surveys on mturk to have money to spend, they're either too well off to need the bonus or too insane to know they got the short end of the stick.",,5,Yes,Trump,,7,7,Female,34,Coll,"$35,001-$50,000",Yes,200,3,4,8,yes
2277,Democrat,Clinton,5,,5,,Sanders,No,,,No,Yes,No,Yes,1,,,75,74,75,74,5,,5,No,,,No,No,,,No,No,0,,,91,93,91,93,40,0,20,0,I do not know this person thus do not feel the need to be generous. ,,1,No,,1,,1,Female,22,Coll,"$15,001-$25,000",Yes,100,3,4,8,yes
2278,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,126,100,126,100,7,,7,Yes,Dem,,No,No,,,No,No,0,,,126,100,126,100,40,0,20,0,I would like to get everything myself,,1,Yes,Clinton,1,,1,Female,35,Coll,"$80,001-$100,000",Yes,2000,1,1,8,yes
2279,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,77,76,77,76,6,,6,Yes,Dem,,Yes,No,,,Yes,No,1,,,95,97,95,97,40,0,20,0,"Being in the same political party doesn't mean that I should transfer money to him or her,",,2,Yes,Clinton,1,,1,Female,25,Coll,"$50,001-$65,000",Yes,5,1,3,8,yes
2280,Democrat,Clinton,7,,7,,Sanders,No,,,Yes,No,Yes,No,1,,,93,95,93,95,7,,7,Yes,Dem,,Yes,No,,,Yes,No,1,,,125,100,125,100,40,0,20,20,This was interesting. I'm a believer in fairness and that we both deserve an equal slice of the pie. ,,2,Yes,Clinton,1,,1,Male,28,Coll,"$35,001-$50,000",Yes,5,1,4,8,yes
2281,Democrat,Clinton,2,,2,,Sanders,Yes,,,No,No,No,No,0,,,13,6,13,6,5,,5,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,37,27,37,27,40,0,20,20,"Seems fair, and I hope they would do the same for me",,4,Yes,Other,1,,1,Male,32,Grad,"$80,001-$100,000",Yes,30,1,4,8,yes
2282,Democrat,Clinton,1,,1,,Sanders,Yes,,,No,No,No,No,0,,,-100,0,-100,0,5,,5,Yes,Other,,No,No,,,No,No,0,,,-15,0,-15,0,40,0,20,0,It's my money and I need it now!,,5,Yes,Other,1,,1,Male,30,<Coll,"$50,001-$65,000",Yes,Less than 100,3,5,8,yes
2283,Democrat,Clinton,7,,7,,Clinton,Yes,,,Yes,Yes,Yes,Yes,2,,,70,68,70,68,3,,3,Yes,Other,,No,No,,,No,No,0,,,20,11,20,11,40,0,20,20,The other worker is in alignment with my general political beliefs and splitting the bonus equally is fair.,,1,Yes,Clinton,1,,1,Female,48,Coll,"$35,001-$50,000",Yes,98,2,5,8,yes
2284,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,90,92,90,92,7,,7,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,125,100,125,100,40,0,20,20,It's pretty fair -- none of us really did anything more or less to earn the money -- so why not split it?,,2,Yes,Clinton,1,,1,Male,38,Grad,"$80,001-$100,000",Yes,500,3,3,8,yes
2285,Republican,Trump,,1,1,Other,,No,No,No,,,No,No,0,-100,0,,,-100,0,,3,3,Yes,Rep,,,,No,No,No,No,0,3,1,,,3,1,40,0,20,15,"I'm on a tight budget, so can't do 50/50, but 15 cents is more than fair.",2,,Yes,Other,,7,7,Male,20,<Coll,"$5,000-$10,000",Yes,4800,2,5,8,yes
2286,Democrat,Clinton,4,,4,,Sanders,No,,,No,No,No,No,0,,,1,0,1,0,2,,2,Yes,Other,,No,No,,,No,No,0,,,4,1,4,1,40,0,20,20,I believe fairness and taking care of one another. ,,3,Yes,Clinton,1,,1,Male,34,HS,"$10,001-$15,000",Yes,5000,2,5,8,yes
2287,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,45,36,45,36,5,,5,Yes,Dem,,No,No,,,No,No,0,,,42,33,42,33,40,0,20,20,it's fair,,2,Yes,Clinton,2,,2,Female,22,<Coll,"<$5,000",Yes,30,3,2,8,yes
2288,Democrat,Clinton,4,,4,,Clinton,No,,,No,No,No,No,0,,,49,41,49,41,5,,5,No,,,No,No,,,No,No,0,,,125,100,125,100,40,0,20,20,They deserved the same as me.,,3,No,,1,,1,Female,62,HS,"$15,001-$25,000",Yes,379,1,3,8,yes
2289,Democrat,Clinton,6,,6,,Clinton,Yes,,,Yes,Yes,Yes,Yes,2,,,27,18,27,18,7,,7,Yes,Dem,,No,Yes,,,No,Yes,1,,,17,9,17,9,40,0,40,20,in 40 cents i will like to transfer my 20 cents because i know he can be use by my name,,1,Yes,Clinton,1,,1,Male,26,Coll,"$80,001-$100,000",Yes,474,1,3,8,no
2290,Republican,Trump,,6,6,Trump,,No,No,No,,,No,No,0,72,70,,,72,70,,5,5,No,,,,,No,No,No,No,0,60,55,,,60,55,40,0,20,10,"I'll be nice and share, but I'll also keep the greater portion for myself. I feel I probably need it more",6,,No,,,6,6,Male,39,HS,"$25,001-$35,000",Yes,2000,4,1,8,yes
2291,Republican,Trump,,7,7,Trump,,Yes,Yes,Yes,,,Yes,Yes,2,75,74,,,75,74,,1,1,Yes,Rep,,,,Yes,Yes,Yes,Yes,2,16,8,,,16,8,40,0,20,20,Trump folks gotta hang together. ,7,,Yes,Trump,,7,7,Male,36,Grad,"$65,001-$80,000",Yes,5000,3,3,8,yes
2292,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,45,36,45,36,6,,6,Yes,Dem,,Yes,No,,,Yes,No,1,,,76,75,76,75,40,40,40,40,"If I met this person in a checkout line, knowing nothing about them and they needed 40 cents I would gladly give it to them. The rest is irrelevant to me.",,2,Yes,Clinton,1,,1,Female,46,Voc,"$10,001-$15,000",Yes,25,1,4,8,no
2293,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,69,66,69,66,5,,5,Yes,Other,,No,No,,,No,No,0,,,38,28,38,28,40,0,20,5,"It was kind of confusing, but I assume me transferring less money to the other person makes me more money?",,1,Yes,Other,1,,1,Female,25,<Coll,"$35,001-$50,000",Yes,44,1,2,8,yes
2294,Republican,Trump,,6,6,Trump,,No,No,No,,,No,No,0,66,62,,,66,62,,7,7,Yes,Rep,,,,No,No,No,No,0,75,74,,,75,74,40,0,20,20,I thought it was the fairest option and we would both get an equal amount.,7,,Yes,Trump,,7,7,Female,36,Coll,"$80,001-$100,000",Yes,800,1,4,8,yes
2295,Democrat,Clinton,5,,5,,Sanders,Yes,,,No,No,No,No,0,,,56,50,56,50,6,,6,Yes,Other,,No,No,,,No,No,0,,,85,86,85,86,40,0,20,10,"I wanted to be fair, but I would like to give the rest to a Bernie Sanders effort. ",,1,Yes,Clinton,1,,1,Female,57,<Coll,"$25,001-$35,000",Yes,80,2,1,8,yes
2296,Republican,Trump,,5,5,Trump,,No,No,No,,,No,No,0,-49,0,,,-49,0,,5,5,Yes,Rep,,,,No,No,No,No,0,-49,0,,,-49,0,40,0,20,0,Didn't see why I should give the other person money.,5,,Yes,Trump,,6,6,Male,34,<Coll,"$15,001-$25,000",Yes,400,3,1,8,yes
2297,Democrat,Clinton,7,,7,,Clinton,No,,,No,No,No,No,0,,,30,20,30,20,5,,5,Yes,Dem,,No,No,,,No,No,0,,,30,20,30,20,20,20,20,20,The decision was based on fairness.  The other person and myself should get half the amount of money.,,1,No,,1,,1,Male,59,Grad,"$65,001-$80,000",Yes,1000,2,3,8,no
2298,Republican,Trump,,6,6,Trump,,Yes,No,No,,,No,No,0,72,70,,,72,70,,5,5,Yes,Other,,,,No,Yes,No,Yes,1,10,4,,,10,4,0,40,40,5,I feel that the other person will probably choose the same,6,,Yes,Trump,,6,6,Female,30,HS,"$15,001-$25,000",Yes,879,2,4,8,no
2299,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,62,57,62,57,7,,7,Yes,Dem,,No,No,,,No,No,0,,,38,28,38,28,40,0,20,20,I think it is always most fair to divide the money equally.,,1,Yes,Clinton,1,,1,Female,33,<Coll,"$5,000-$10,000",Yes,"10,000",3,4,8,yes
2300,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,113,100,,,113,100,,5,5,Yes,Rep,,,,No,No,No,No,0,50,42,,,50,42,40,0,20,20,"I didn't expect to get a bonus on this survey, so giving up some of it won't make me any worse off than I expected to be in the first place. But if there is a bonus involved, I think sharing it 50/50 is a nice thing to do. It gives both of us something we didn't expect.",7,,Yes,Trump,,7,7,Female,33,Grad,"$35,001-$50,000",Yes,256,3,5,8,yes
2301,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,108,100,108,100,7,,7,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,125,100,125,100,40,10,20,35,being fair,,1,Yes,Clinton,1,,1,Female,37,Coll,"$35,001-$50,000",Yes,20 plus,2,1,8,no
2302,Republican,Trump,,1,1,Trump,,No,No,No,,,No,No,0,-100,0,,,-100,0,,1,1,Yes,Other,,,,No,No,No,No,0,-100,0,,,-100,0,40,0,20,0,i do not like to give money away,3,,No,,,7,7,Male,24,<Coll,"$35,001-$50,000",Yes,200,2,5,8,yes
2303,Democrat,Clinton,7,,7,,Clinton,No,,,No,No,No,No,0,,,28,18,28,18,3,,3,Yes,Dem,,No,No,,,No,No,0,,,50,43,50,43,40,0,20,0,I need the money,,1,Yes,Clinton,1,,1,Female,64,Coll,"$50,001-$65,000",Yes,600,3,5,8,yes
2304,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,70,68,70,68,5,,5,Yes,Dem,,No,No,,,No,No,0,,,38,28,38,28,40,0,20,0,I am tired of political leaning affecting people's decision-making and therefore decided to keep this money because my political philosophy compared with this other person's is irrelevant for purposes of this study and I would like the extra money. ,,1,Yes,Clinton,1,,1,Male,30,Grad,"$80,001-$100,000",Yes,300,3,5,8,yes
2305,Democrat,Clinton,7,,7,,Clinton,Yes,,,Yes,Yes,Yes,Yes,2,,,60,55,60,55,7,,7,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,21,12,21,12,40,0,20,20,equal share share bonus should be done,,1,Yes,Clinton,1,,1,Male,26,Coll,"$65,001-$80,000",Yes,495,1,3,8,yes
2306,Democrat,Trump,,1,1,,Sanders,Yes,No,No,,,No,No,0,1,0,,,1,0,5,,5,Yes,Other,,Yes,Yes,,,Yes,Yes,2,,,6,2,6,2,0,40,20,0,I believe it will be what the other person will choose,,7,Yes,Other,,7,7,Female,59,<Coll,"$10,001-$15,000",Yes,24,3,3,8,no
2307,Republican,Trump,,1,1,Other,,Yes,No,No,,,No,No,0,-49,0,,,-49,0,,4,4,Yes,Dem,,,,No,No,No,No,0,-49,0,,,-49,0,,,,,,,,,,,,,,,,,,,,,8,no
2308,Democrat,Clinton,2,,2,,Sanders,Yes,,,No,No,No,No,0,,,-100,0,-100,0,4,,4,Yes,Other,,No,No,,,No,No,0,,,0,0,0,0,40,40,40,20,half to be fair,,4,No,,1,,1,Male,42,<Coll,"$65,001-$80,000",Yes,4000,1,2,8,no
2309,Democrat,Clinton,5,,5,,Clinton,No,,,No,No,No,No,0,,,48,40,48,40,5,,5,Yes,Other,,No,No,,,No,No,0,,,65,61,65,61,40,0,0,0,I feel like I'm gambling and I don't gamble because the chance of losing my money is not ok with me. ,,3,Yes,Clinton,1,,1,Male,34,Grad,"$50,001-$65,000",Yes,30,1,3,8,no
2310,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,118,100,118,100,6,,6,Yes,Dem,,No,No,,,No,No,0,,,119,100,119,100,40,0,20,0,i wanted the max bonus,,1,Yes,Clinton,1,,1,Female,26,<Coll,"<$5,000",Yes,500,4,4,8,yes
2311,Democrat,Clinton,4,,4,,Sanders,Yes,,,No,No,No,No,0,,,39,30,39,30,3,,3,Yes,Dem,,No,No,,,No,No,0,,,28,19,28,19,40,0,20,20,It was the fair thing to do.,,3,Yes,Clinton,2,,2,Female,33,Coll,"$35,001-$50,000",Yes,200,3,2,8,yes
2312,Democrat,Clinton,5,,5,,Clinton,Yes,,,No,No,No,No,0,,,30,21,30,21,4,,4,Yes,Dem,,No,No,,,No,No,0,,,36,26,36,26,40,0,20,15,"I am doing the foot work, so I choose to give a portion of my earning to the fellow Turk.",,4,Yes,Clinton,2,,2,Female,37,<Coll,"$80,001-$100,000",Yes,20+,2,4,8,yes
2313,Democrat,Clinton,5,,5,,Clinton,Yes,,,No,No,No,No,0,,,36,26,36,26,7,,7,Yes,Dem,,No,No,,,No,No,0,,,122,100,122,100,40,0,20,0,wanted the full bonus,,1,Yes,Clinton,1,,1,Male,57,Coll,"$15,001-$25,000",Yes,2000,4,5,8,yes
2314,Democrat,Clinton,7,,7,,Clinton,No,,,No,No,No,No,0,,,93,95,93,95,6,,6,Yes,Dem,,No,No,,,No,No,0,,,69,67,69,67,40,0,20,20,"I think it's a fair amount. I wouldn't want to give the other person nothing, but I also wouldn't want to give away everything.",,1,Yes,Clinton,1,,1,Female,35,Coll,"$65,001-$80,000",Yes,100,4,3,8,yes
2315,Democrat,Clinton,1,,1,,Sanders,Yes,,,No,No,No,No,0,,,-11,0,-11,0,1,,1,Yes,Other,,No,No,,,No,No,0,,,3,1,3,1,20,20,40,20,I like everybody to have equally share ,,4,Yes,Other,1,,1,Female,31,<Coll,"$35,001-$50,000",Yes,365,3,5,8,no
2316,Republican,Trump,,2,2,Other,,Yes,No,No,,,No,No,0,26,16,,,26,16,,3,3,Yes,Rep,,,,No,No,No,No,0,36,27,,,36,27,40,0,20,20,"We both have equal stakes in this HIT, it has nothing to do with political preference.  Splitting the bonus is most fair.",4,,Yes,Other,,6,6,Male,32,Coll,">$100,000",Yes,900,4,4,8,yes
2317,Democrat,Clinton,3,,3,,Sanders,Yes,,,No,No,No,No,0,,,44,35,44,35,4,,4,Yes,Other,,No,No,,,No,No,0,,,37,28,37,28,40,0,20,0,"It has nothing to do with the other person. My finances are in bad shape, otherwise I wouldn't be sitting here taking surveys on Mturk. I honestly need whatever I can earn to care for my family. I'd have done the same no matter if it was Hillary or Trump.",,2,Yes,Other,1,,1,Male,34,Voc,"$50,001-$65,000",Yes,4000,4,1,8,yes
2318,Democrat,Clinton,7,,7,,Clinton,No,,,No,No,No,No,0,,,79,79,79,79,7,,7,Yes,Dem,,No,No,,,No,No,0,,,76,75,76,75,40,0,20,0,"I need the money, otherwise I would have sent it to them",,1,Yes,Clinton,1,,1,Female,26,HS,"$65,001-$80,000",Yes,2500,1,5,8,yes
2319,Democrat,Trump,,4,4,,Sanders,No,No,No,,,No,No,0,60,55,,,60,55,4,,4,Yes,Dem,,No,No,,,No,No,0,,,74,72,74,72,40,40,40,20,"Regardless of what party the other person is affiliated with, I chose to share the money.",,6,Yes,Other,,6,6,Female,59,HS,"$5,000-$10,000",Yes,"not sure, but I estimate 100",2,4,8,no
2320,Democrat,Clinton,5,,5,,Clinton,No,,,No,No,No,No,0,,,37,28,37,28,5,,5,Yes,Other,,No,No,,,No,No,0,,,58,53,58,53,40,0,20,20,I would have given the other person 50% regardless of what their party was because neither of us deserve more bonus than each other.,,4,Yes,Clinton,2,,2,Male,24,Grad,"$35,001-$50,000",Yes,465,3,5,8,yes
2321,Republican,Trump,,5,5,Other,,No,No,No,,,No,No,0,52,45,,,52,45,,6,6,No,,,,,No,No,No,No,0,93,95,,,93,95,40,0,20,0,"i want to maximize my bonus.we are talking about only 40 cents here. If we were talking about something that was a necessity to survive and i had a surplus then i would have shared more. but for only 40 cents i choose to keep all of it for myself.",6,,Yes,Other,,7,7,Male,37,Coll,">$100,000",Yes,20,4,2,8,yes
2322,Democrat,Clinton,3,,3,,Sanders,No,,,No,No,No,No,0,,,30,20,30,20,3,,3,Yes,Other,,No,No,,,No,No,0,,,16,8,16,8,40,0,20,20,"I would have split the earnings 50/50  either way, despite political orientation. They might have some use for the twenty extra cents and it won't hurt me in the long run.",,3,Yes,Other,2,,2,Male,19,<Coll,"$25,001-$35,000",Yes,2100,4,4,8,yes
2323,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,79,79,79,79,7,,7,Yes,Dem,,Yes,No,,,Yes,No,1,,,98,99,98,99,40,0,20,20,We are both working hard to make money and I don't want to take away from them.,,1,Yes,Clinton,1,,1,Female,28,Coll,"$25,001-$35,000",Yes,around 15,1,5,8,yes
2324,Democrat,Trump,,1,1,,Sanders,Yes,No,No,,,No,No,0,-72,0,,,-72,0,4,,4,Yes,Other,,Yes,No,,,Yes,No,1,,,28,18,28,18,40,0,20,20,I made the decision to be fair.,,7,Yes,Other,,7,7,Female,29,Coll,"$25,001-$35,000",Yes,500,3,1,8,yes
2325,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,72,70,72,70,7,,7,Yes,Dem,,No,No,,,No,No,0,,,80,80,80,80,40,0,20,0,I need the money homie,,3,Yes,Clinton,1,,1,Male,18,<Coll,"<$5,000",Yes,200,4,1,8,yes
2326,Democrat,Clinton,7,,7,,Sanders,Yes,,,No,No,No,No,0,,,75,74,75,74,7,,7,Yes,Dem,,Yes,Yes,,,Yes,Yes,2,,,105,100,105,100,40,0,20,20,"It was money I was not expecting as payment for my effort and I felt that it should be shared with others.  Because the other person believes similarly to me, I felt generous and shared half.",,2,Yes,Clinton,1,,1,Male,39,Grad,"$65,001-$80,000",Yes,1000,3,5,8,yes
2327,Democrat,Clinton,6,,6,,Sanders,Yes,,,No,No,No,No,0,,,-50,0,-50,0,7,,7,Yes,Dem,,No,Yes,,,No,Yes,1,,,-50,0,-50,0,40,0,20,0,Need the money,,1,Yes,Clinton,1,,1,Female,26,Coll,"$25,001-$35,000",Yes,1000,2,1,8,yes
2328,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,68,65,,,68,65,,7,7,Yes,Rep,,,,Yes,No,Yes,No,1,47,39,,,47,39,20,20,20,20,I believe that half is fair for both parties,7,,Yes,Trump,,7,7,Female,33,Coll,"$80,001-$100,000",Yes,800,2,5,8,no
2329,Democrat,Trump,,1,1,,Clinton,No,No,No,,,No,No,0,-100,0,,,-100,0,6,,6,Yes,Rep,,No,No,,,No,No,0,,,50,42,50,42,40,0,20,20,Seemed fair,,2,Yes,Other,,7,7,Female,34,<Coll,">$100,000",Yes,Too many to count,3,2,8,yes
2330,Democrat,Clinton,7,,7,,Sanders,No,,,No,No,No,No,0,,,-22,0,-22,0,7,,7,Yes,Dem,,No,No,,,No,No,0,,,-5,0,-5,0,40,40,0,0,we can help each many ways. If the objective is to maintain max bonus for both we can either transfer the max we can to each other or take nothing from each other as well.  ,,1,No,,1,,1,Male,25,Coll,"$25,001-$35,000",Yes,this is the first one,1,5,8,no
2331,Republican,Trump,,7,7,Trump,,Yes,No,No,,,No,No,0,81,82,,,81,82,,7,7,Yes,Rep,,,,No,Yes,No,Yes,1,121,100,,,121,100,40,0,20,0,I needed the money ,7,,Yes,Trump,,7,7,Male,25,<Coll,"$5,000-$10,000",Yes,100,1,4,8,yes
2332,Democrat,Clinton,4,,4,,Sanders,Yes,,,No,Yes,No,Yes,1,,,17,9,17,9,3,,3,Yes,Dem,,No,Yes,,,No,Yes,1,,,22,13,22,13,40,0,20,0,n/a,,4,Yes,Clinton,2,,2,Female,24,<Coll,"$25,001-$35,000",Yes,100,2,4,8,yes
2333,Republican,Trump,,7,7,Other,,Yes,No,No,,,No,No,0,125,100,,,125,100,,5,5,Yes,Rep,,,,No,No,No,No,0,60,55,,,60,55,40,0,20,20,I wanted to be fair to my fellow trump supporter...,7,,Yes,Trump,,6,6,Male,23,HS,"$80,001-$100,000",Yes,1200,4,5,8,yes
2334,Democrat,Clinton,,,0,,,,,,,,0,0,2,,,,,0,0,5,,5,Yes,Dem,,No,No,,,No,No,0,,,31,21,31,21,,,,,,,,,,,,,,,,,,,,,8,no
2335,Democrat,Clinton,7,,7,,Clinton,Yes,,,No,No,No,No,0,,,125,100,125,100,7,,7,Yes,Dem,,No,Yes,,,No,Yes,1,,,125,100,125,100,20,0,40,20,fair,,1,Yes,Clinton,1,,1,Female,52,Grad,"$65,001-$80,000",Yes,1043,2,3,8,no
2336,Democrat,Clinton,7,,7,,Clinton,No,,,No,No,No,No,0,,,54,47,54,47,5,,5,Yes,Other,,No,No,,,No,No,0,,,61,56,61,56,40,0,20,20,"Since there was so little involve, we might as well share equally.",,2,Yes,Clinton,1,,1,Female,73,Grad,"$80,001-$100,000",Yes,100,1,5,8,yes
